customer_id,name,transaction_date,amount,category
841,Bob Wilson,2022-02-09,828.10682,C
167,Charlie Davis,2022-02-09,1003.511616,C
274,Bob Wilson,2022-02-09,1204.421817,A
388,John Smith,2022-02-09,1139.680927,B
601,Charlie Davis,2022-02-11,1025.342323,C
316,John Smith,2022-02-12,1054.208614,C
14,Charlie Davis,2022-02-12,1005.016328,
242,Alice Brown,2022-02-12,878.529071,C
777,Alice Brown,2022-02-15,1039.013196,B
346,Alice Brown,2022-02-15,1113.331181,C
565,Bob Wilson,2022-02-16,1223.99375,C
898,John Smith,2022-02-18,1081.774812,A
340,Bob Wilson,2022-02-19,1156.672922,C
92,Alice Brown,2022-02-20,796.042981,C
367,John Smith,2022-02-22,976.934485,A
956,Alice Brown,2022-02-23,705.598972,C
455,Bob Wilson,2022-02-24,848.007319,C
428,Bob Wilson,2022-02-25,1135.877029,
509,Bob Wilson,2022-02-27,1295.085971,A
776,Alice Brown,2022-02-28,759.50686,B
943,John Smith,2022-02-28,940.89659,C
35,John Smith,2022-03-01,1180.042581,B
206,Alice Brown,2022-03-01,822.421381,C
81,John Smith,2022-03-01,1033.05097,C
932,Alice Brown,2022-03-02,1139.842778,A
562,John Smith,2022-03-03,1069.59127,C
872,Charlie Davis,2022-03-03,812.814841,C
388,Charlie Davis,2022-03-04,913.230741,B
2,Bob Wilson,2022-03-05,1170.275071,C
390,Charlie Davis,2022-03-06,1032.535908,C
566,Charlie Davis,2022-03-06,703.137768,C
106,Charlie Davis,2022-03-07,1156.594456,C
772,Alice Brown,2022-03-08,721.186813,B
822,Charlie Davis,2022-03-08,1147.44027,C
477,Charlie Davis,2022-03-10,821.488336,C
703,Bob Wilson,2022-03-11,1274.844088,C
402,Charlie Davis,2022-03-13,920.764451,C
730,Charlie Davis,2022-03-14,896.15897,B
556,John Smith,2022-03-14,789.33283,C
162,Bob Wilson,2022-03-14,883.362529,A
202,Bob Wilson,2022-03-16,1225.990457,B
958,Bob Wilson,2022-03-17,1297.800603,B
996,Bob Wilson,2022-03-18,920.985718,
270,Bob Wilson,2022-03-20,969.166379,C
863,Bob Wilson,2022-03-20,1133.242563,C
816,Alice Brown,2022-03-20,1231.717468,C
271,Charlie Davis,2022-03-21,1055.826601,C
456,Bob Wilson,2022-03-23,934.915419,C
462,Charlie Davis,2022-03-24,947.573105,B
727,Charlie Davis,2022-03-25,1117.370888,B
252,Alice Brown,2022-03-25,701.930958,A
702,Bob Wilson,2022-03-25,1071.753602,C
296,John Smith,2022-03-25,913.295806,C
725,Alice Brown,2022-03-25,1176.518399,B
720,John Smith,2022-03-25,755.794384,A
749,Charlie Davis,2022-03-25,1052.92136,C
338,Charlie Davis,2022-03-26,988.583734,A
879,Alice Brown,2022-03-27,1085.395316,C
53,Alice Brown,2022-03-27,738.912157,
792,John Smith,2022-03-28,1047.990272,B
922,Bob Wilson,2022-03-28,1036.890753,A
217,John Smith,2022-03-28,1036.396057,C
764,Alice Brown,2022-03-29,1062.0926,C
188,John Smith,2022-03-30,1105.880762,C
380,Alice Brown,2022-03-30,1182.9934,
493,John Smith,2022-03-31,861.892432,A
41,Alice Brown,2022-03-31,1195.029646,C
157,Alice Brown,2022-04-02,998.953409,C
15,Alice Brown,2022-04-02,746.234967,C
813,Bob Wilson,2022-04-02,735.130558,A
65,John Smith,2022-04-02,900.542991,C
857,John Smith,2022-04-03,1170.938186,C
839,John Smith,2022-04-05,1124.608561,B
521,Alice Brown,2022-04-07,1173.168979,A
344,John Smith,2022-04-09,1010.361434,C
129,John Smith,2022-04-09,964.119399,A
648,Alice Brown,2022-04-09,788.471516,B
472,Charlie Davis,2022-04-10,896.915652,B
63,Alice Brown,2022-04-11,960.41162,C
139,John Smith,2022-04-11,753.160258,C
499,Alice Brown,2022-04-11,832.367172,C
593,Charlie Davis,2022-04-12,1058.935176,B
392,Alice Brown,2022-04-12,1141.397869,C
675,John Smith,2022-04-12,1299.008507,C
419,Charlie Davis,2022-04-12,1259.867999,C
289,Bob Wilson,2022-04-13,1085.53912,C
379,John Smith,2022-04-14,952.748832,A
773,Charlie Davis,2022-04-15,1081.706419,C
490,Charlie Davis,2022-04-16,1171.390971,A
231,Bob Wilson,2022-04-16,771.001715,C
41,Alice Brown,2022-04-17,945.942934,B
28,Alice Brown,2022-04-17,1203.881371,B
135,John Smith,2022-04-18,930.299771,B
201,Bob Wilson,2022-04-18,1043.123363,C
840,Alice Brown,2022-04-20,1052.661617,B
780,Bob Wilson,2022-04-21,810.685752,C
930,Alice Brown,2022-04-23,917.341265,B
33,Charlie Davis,2022-04-24,900.706773,A
48,Alice Brown,2022-04-24,715.718025,C
503,Bob Wilson,2022-04-24,714.515058,B
407,Charlie Davis,2022-04-25,1199.018226,B
574,Charlie Davis,2022-04-26,863.842486,C
728,Charlie Davis,2022-04-26,1010.84726,B
805,Bob Wilson,2022-04-27,879.235344,A
99,John Smith,2022-04-27,1264.407547,B
684,John Smith,2022-04-27,855.578055,C
872,John Smith,2022-04-27,957.794088,C
726,Bob Wilson,2022-04-28,1223.63815,C
987,Charlie Davis,2022-04-29,1205.16014,C
547,John Smith,2022-04-29,811.660851,A
961,Bob Wilson,2022-04-30,1181.585986,B
739,John Smith,2022-04-30,974.912132,C
613,Alice Brown,2022-04-30,989.781323,A
943,John Smith,2022-05-01,780.087983,B
462,John Smith,2022-05-02,748.360908,B
643,Charlie Davis,2022-05-02,1136.763584,B
769,Bob Wilson,2022-05-04,997.876691,
5,Charlie Davis,2022-05-04,962.110422,A
218,Charlie Davis,2022-05-04,1137.704937,C
503,Charlie Davis,2022-05-06,1159.307739,A
767,Charlie Davis,2022-05-07,795.344901,
398,Charlie Davis,2022-05-08,1066.13509,A
871,John Smith,2022-05-09,781.212449,B
795,Charlie Davis,2022-05-09,1150.825052,C
393,Charlie Davis,2022-05-10,1094.173094,C
207,Bob Wilson,2022-05-10,1273.968773,B
15,Alice Brown,2022-05-10,741.37481,B
858,John Smith,2022-05-10,734.232833,B
554,John Smith,2022-05-10,869.312245,B
892,John Smith,2022-05-10,857.02341,A
461,Charlie Davis,2022-05-13,848.187279,B
691,Charlie Davis,2022-05-13,1243.752748,B
575,Charlie Davis,2022-05-13,849.72772,B
864,Bob Wilson,2022-05-14,863.169836,C
743,Alice Brown,2022-05-20,1155.638957,
241,Charlie Davis,2022-05-21,969.843905,C
564,Alice Brown,2022-05-21,1166.026334,A
96,Bob Wilson,2022-05-22,739.219695,A
900,John Smith,2022-05-23,992.542716,
734,Charlie Davis,2022-05-23,720.16816,B
485,Alice Brown,2022-05-23,737.591922,A
407,Alice Brown,2022-05-24,1243.862472,C
231,Charlie Davis,2022-05-25,783.547223,C
749,John Smith,2022-05-25,1019.452409,C
655,John Smith,2022-05-25,946.657362,B
171,John Smith,2022-05-26,908.405996,A
541,Bob Wilson,2022-05-26,1239.900007,
36,Alice Brown,2022-05-27,713.094038,B
525,Alice Brown,2022-05-27,1098.273812,C
160,Alice Brown,2022-05-27,1278.036661,C
839,Bob Wilson,2022-05-28,1036.10091,C
699,Alice Brown,2022-05-29,1262.093477,B
243,Bob Wilson,2022-05-29,731.354728,B
86,John Smith,2022-05-29,951.275991,C
796,Charlie Davis,2022-05-31,856.094675,C
578,Alice Brown,2022-06-01,1138.492579,C
682,Alice Brown,2022-06-01,1288.778254,A
557,John Smith,2022-06-02,853.918037,A
574,Charlie Davis,2022-06-02,1092.504761,C
953,Bob Wilson,2022-06-03,818.85858,C
646,Charlie Davis,2022-06-03,1039.198153,C
796,John Smith,2022-06-04,978.359492,A
28,John Smith,2022-06-05,1283.203198,C
620,Charlie Davis,2022-06-05,1065.116364,C
556,Bob Wilson,2022-06-05,909.703823,C
340,Bob Wilson,2022-06-06,768.457471,B
798,Alice Brown,2022-06-07,790.748097,A
958,Bob Wilson,2022-06-08,835.190158,C
331,Charlie Davis,2022-06-08,850.579997,B
640,John Smith,2022-06-08,1210.369635,B
506,Alice Brown,2022-06-09,1036.733673,
348,Alice Brown,2022-06-09,1014.034547,B
473,John Smith,2022-06-09,768.861323,C
231,Bob Wilson,2022-06-10,1216.083816,A
190,John Smith,2022-06-10,1133.688582,C
225,Bob Wilson,2022-06-10,740.601017,
385,John Smith,2022-06-11,1124.701058,A
377,Charlie Davis,2022-06-12,1026.12293,A
283,Bob Wilson,2022-06-12,749.035207,B
958,Charlie Davis,2022-06-13,974.980385,A
633,Alice Brown,2022-06-13,990.817772,C
628,John Smith,2022-06-14,799.464724,C
973,Alice Brown,2022-06-15,1267.418888,B
745,Alice Brown,2022-06-15,1209.985223,B
259,Alice Brown,2022-06-16,1101.413402,B
359,Alice Brown,2022-06-16,977.377337,C
710,John Smith,2022-06-16,947.059325,A
456,Alice Brown,2022-06-17,1090.58408,C
411,John Smith,2022-06-19,1027.259122,C
649,John Smith,2022-06-19,737.363864,C
318,Charlie Davis,2022-06-21,1007.501589,A
677,Bob Wilson,2022-06-21,1183.84217,C
225,Bob Wilson,2022-06-22,975.543927,A
819,John Smith,2022-06-22,731.173947,A
234,Charlie Davis,2022-06-22,1171.76692,C
684,John Smith,2022-06-24,820.818269,C
664,John Smith,2022-06-25,855.172501,A
975,John Smith,2022-06-27,798.823812,A
827,Charlie Davis,2022-06-29,898.129039,A
374,Bob Wilson,2022-07-02,1154.050903,B
672,Charlie Davis,2022-07-02,1011.631516,A
608,Alice Brown,2022-07-03,822.928764,A
472,Charlie Davis,2022-07-04,1226.698047,B
233,Charlie Davis,2022-07-05,1227.749113,C
692,Charlie Davis,2022-07-06,1222.347055,C
113,Charlie Davis,2022-07-09,843.277727,C
830,Bob Wilson,2022-07-10,970.743607,A
497,Alice Brown,2022-07-11,1290.993794,
442,Bob Wilson,2022-07-11,1163.207486,C
564,Bob Wilson,2022-07-12,716.300453,C
268,Charlie Davis,2022-07-13,739.122755,C
510,John Smith,2022-07-14,978.358826,C
807,John Smith,2022-07-15,1245.532124,C
386,Bob Wilson,2022-07-15,1023.221079,A
387,Bob Wilson,2022-07-17,998.687505,C
113,Charlie Davis,2022-07-18,763.28422,C
613,Bob Wilson,2022-07-19,1094.068063,C
625,Charlie Davis,2022-07-19,1193.261896,C
952,John Smith,2022-07-21,928.252005,A
81,John Smith,2022-07-23,1165.367111,B
699,Alice Brown,2022-07-25,1278.685992,C
113,John Smith,2022-07-25,822.259875,C
2,Bob Wilson,2022-07-25,1013.997779,C
642,John Smith,2022-07-26,872.282775,B
220,Charlie Davis,2022-07-27,1175.712651,B
566,John Smith,2022-07-27,1046.55602,C
855,Alice Brown,2022-07-27,1080.749451,C
997,John Smith,2022-07-28,1178.748496,C
736,Charlie Davis,2022-07-29,937.582284,B
225,Charlie Davis,2022-07-30,1249.054041,C
385,Bob Wilson,2022-08-01,1019.81732,A
403,John Smith,2022-08-01,794.772894,C
638,Charlie Davis,2022-08-02,1117.539471,B
130,Alice Brown,2022-08-04,1175.95681,B
53,Bob Wilson,2022-08-04,890.057006,C
684,Alice Brown,2022-08-04,1214.307554,C
730,John Smith,2022-08-04,1243.685953,A
672,John Smith,2022-08-05,866.142692,C
710,John Smith,2022-08-06,1290.112884,B
416,Bob Wilson,2022-08-06,784.426917,B
247,Charlie Davis,2022-08-06,821.209401,A
836,Bob Wilson,2022-08-08,810.534904,B
439,Alice Brown,2022-08-08,1236.393826,C
203,Bob Wilson,2022-08-09,1092.575531,A
184,Alice Brown,2022-08-09,791.26257,B
123,Bob Wilson,2022-08-10,964.194051,C
401,Charlie Davis,2022-08-11,1069.178815,A
767,Alice Brown,2022-08-11,750.078451,C
294,John Smith,2022-08-11,1229.449821,B
280,John Smith,2022-08-12,1182.162121,C
837,Bob Wilson,2022-08-12,1003.124064,B
884,John Smith,2022-08-12,1280.275969,A
610,Alice Brown,2022-08-13,950.656588,A
198,John Smith,2022-08-14,1290.466191,A
982,Charlie Davis,2022-08-14,1100.751999,A
907,Charlie Davis,2022-08-14,1080.802764,C
511,Bob Wilson,2022-08-14,799.572937,C
752,Alice Brown,2022-08-15,1229.156655,C
144,Charlie Davis,2022-08-15,956.493813,C
609,Charlie Davis,2022-08-16,797.340043,A
201,Alice Brown,2022-08-17,707.564512,B
124,John Smith,2022-08-18,1035.85341,B
187,John Smith,2022-08-19,1016.439773,A
326,Bob Wilson,2022-08-19,1131.612173,C
464,John Smith,2022-08-20,1234.154832,C
349,Alice Brown,2022-08-20,747.643951,B
771,Charlie Davis,2022-08-21,1138.897894,B
660,John Smith,2022-08-21,812.447166,C
764,Bob Wilson,2022-08-24,1214.906232,C
955,John Smith,2022-08-25,1191.438108,B
932,Alice Brown,2022-08-25,1024.476253,C
403,Bob Wilson,2022-08-26,1126.145679,
346,John Smith,2022-08-27,888.610068,B
963,Bob Wilson,2022-08-29,982.700739,B
511,Alice Brown,2022-08-30,1192.982139,C
147,Charlie Davis,2022-08-30,975.559118,C
148,Alice Brown,2022-08-30,914.678959,C
864,Alice Brown,2022-08-30,996.527468,A
711,Alice Brown,2022-08-30,1196.949551,B
820,Alice Brown,2022-08-30,901.124828,C
489,Charlie Davis,2022-08-31,804.256956,C
929,Charlie Davis,2022-08-31,1127.208412,A
936,Bob Wilson,2022-09-01,1195.586928,C
640,John Smith,2022-09-03,760.382487,C
551,Charlie Davis,2022-09-03,843.924468,C
338,Charlie Davis,2022-09-05,785.183194,C
872,John Smith,2022-09-07,908.764847,C
641,Charlie Davis,2022-09-08,970.210587,B
779,Alice Brown,2022-09-08,1149.295802,C
988,Alice Brown,2022-09-08,1090.688551,A
953,John Smith,2022-09-08,1072.55714,C
473,Bob Wilson,2022-09-10,911.424968,A
946,Bob Wilson,2022-09-10,1204.868532,C
151,John Smith,2022-09-11,982.7723,A
415,John Smith,2022-09-11,1287.462963,A
990,Alice Brown,2022-09-14,1080.485283,A
298,Bob Wilson,2022-09-14,775.758845,A
611,Charlie Davis,2022-09-15,1105.706537,C
263,Alice Brown,2022-09-16,895.062409,C
764,John Smith,2022-09-16,1111.796318,C
144,Bob Wilson,2022-09-17,741.784689,A
346,Charlie Davis,2022-09-18,804.928862,A
624,Charlie Davis,2022-09-18,1213.442355,A
572,Alice Brown,2022-09-19,836.307734,A
881,Bob Wilson,2022-09-19,1202.224675,C
2,Bob Wilson,2022-09-20,867.565653,A
897,John Smith,2022-09-20,1085.729146,B
304,Bob Wilson,2022-09-20,1116.490344,A
254,Bob Wilson,2022-09-21,1007.592852,A
652,Alice Brown,2022-09-21,883.186406,C
453,Bob Wilson,2022-09-23,827.586626,C
37,Charlie Davis,2022-09-24,719.913613,A
160,Alice Brown,2022-09-24,882.367841,A
9,Alice Brown,2022-09-25,1091.897674,B
233,John Smith,2022-09-27,1262.982891,A
99,Bob Wilson,2022-09-27,1222.722689,A
659,John Smith,2022-09-28,1159.638866,
816,Charlie Davis,2022-09-28,1173.068406,C
208,Alice Brown,2022-09-30,1098.990942,C
131,Alice Brown,2022-10-01,856.172115,B
404,Alice Brown,2022-10-03,1244.317018,B
152,Charlie Davis,2022-10-03,1102.439387,C
54,Charlie Davis,2022-10-04,1036.264379,C
120,John Smith,2022-10-04,766.593682,C
673,John Smith,2022-10-05,968.233326,A
920,John Smith,2022-10-06,976.214963,C
628,Bob Wilson,2022-10-06,1218.738166,B
587,Alice Brown,2022-10-07,1027.988932,C
625,Alice Brown,2022-10-09,928.240329,C
968,John Smith,2022-10-11,1286.080197,C
420,Alice Brown,2022-10-11,766.432356,A
422,John Smith,2022-10-12,953.529057,C
104,Bob Wilson,2022-10-12,725.214805,A
852,Bob Wilson,2022-10-13,1143.942472,B
254,Charlie Davis,2022-10-14,1250.845931,A
227,Bob Wilson,2022-10-14,868.022398,C
112,John Smith,2022-10-14,1215.005006,A
510,Bob Wilson,2022-10-14,875.330938,B
473,Charlie Davis,2022-10-15,1246.462097,C
99,Alice Brown,2022-10-15,1152.377142,A
153,John Smith,2022-10-16,1182.944066,C
861,Alice Brown,2022-10-16,710.803933,B
914,Charlie Davis,2022-10-18,1277.686214,A
896,Charlie Davis,2022-10-18,1136.002595,C
878,Charlie Davis,2022-10-20,882.850657,A
338,Alice Brown,2022-10-20,1197.636799,B
706,Alice Brown,2022-10-20,868.912719,C
822,Alice Brown,2022-10-20,1223.652304,C
163,Alice Brown,2022-10-20,767.548234,C
720,Charlie Davis,2022-10-21,1122.211586,B
957,Charlie Davis,2022-10-22,1024.419086,A
681,John Smith,2022-10-22,757.920682,C
996,John Smith,2022-10-25,845.136297,C
161,Alice Brown,2022-10-25,707.442422,C
580,Bob Wilson,2022-10-27,981.260779,C
801,Bob Wilson,2022-10-28,880.759156,C
398,Charlie Davis,2022-10-28,1059.014491,B
277,Charlie Davis,2022-10-28,878.342685,B
816,Charlie Davis,2022-10-28,879.951467,C
916,John Smith,2022-10-29,1145.915919,B
504,John Smith,2022-10-29,728.885702,A
896,Charlie Davis,2022-10-30,1241.736997,C
392,Charlie Davis,2022-10-30,1211.358325,C
135,Charlie Davis,2022-10-30,1100.68281,B
195,Bob Wilson,2022-10-30,1055.932942,A
401,John Smith,2022-10-31,1235.381499,B
640,Bob Wilson,2022-10-31,811.198108,C
33,Bob Wilson,2022-11-01,747.381497,C
688,Charlie Davis,2022-11-01,843.706102,A
460,Charlie Davis,2022-11-01,1176.746967,A
955,Alice Brown,2022-11-02,720.80216,C
883,Alice Brown,2022-11-02,1049.684101,B
470,Bob Wilson,2022-11-03,1297.26251,C
375,John Smith,2022-11-04,1213.417656,
22,Charlie Davis,2022-11-04,1012.867413,A
750,Charlie Davis,2022-11-05,738.184546,C
670,Bob Wilson,2022-11-05,1198.824109,A
38,Alice Brown,2022-11-06,1059.387105,B
230,John Smith,2022-11-06,768.959798,C
365,Alice Brown,2022-11-07,756.314371,B
563,Alice Brown,2022-11-07,1245.776092,
438,Alice Brown,2022-11-07,1101.520158,C
776,Alice Brown,2022-11-08,1197.57208,B
283,Charlie Davis,2022-11-08,1227.38734,A
27,Charlie Davis,2022-11-09,1043.063411,B
226,Alice Brown,2022-11-10,1010.467811,B
277,John Smith,2022-11-12,958.256446,A
798,Bob Wilson,2022-11-12,890.167953,B
609,John Smith,2022-11-13,960.757577,B
284,John Smith,2022-11-14,1164.327793,C
879,John Smith,2022-11-14,1061.154059,C
960,Alice Brown,2022-11-14,1235.513974,C
481,Charlie Davis,2022-11-14,966.028009,A
453,John Smith,2022-11-15,1064.253747,A
829,Alice Brown,2022-11-16,1078.784532,C
816,John Smith,2022-11-16,1055.018297,B
659,John Smith,2022-11-17,1121.580264,A
516,Alice Brown,2022-11-19,842.460081,C
547,Charlie Davis,2022-11-19,1007.418267,C
192,Charlie Davis,2022-11-20,762.534882,C
49,Bob Wilson,2022-11-20,930.706797,A
512,Alice Brown,2022-11-20,992.600241,C
17,Bob Wilson,2022-11-20,1091.334556,C
172,Bob Wilson,2022-11-22,1270.318632,C
220,Bob Wilson,2022-11-22,1060.39064,C
158,Charlie Davis,2022-11-24,1146.15635,C
477,Alice Brown,2022-11-24,1003.759636,C
46,Bob Wilson,2022-11-25,1080.462419,A
373,Alice Brown,2022-11-25,742.55933,C
518,Alice Brown,2022-11-26,852.634949,C
99,Charlie Davis,2022-11-27,917.111856,C
892,Bob Wilson,2022-11-28,983.496013,A
745,Bob Wilson,2022-11-28,727.389247,A
37,Alice Brown,2022-11-30,784.014459,C
280,John Smith,2022-11-30,866.088585,C
349,Charlie Davis,2022-11-30,1282.919615,C
497,Charlie Davis,2022-12-01,898.808204,C
302,Charlie Davis,2022-12-01,989.224635,C
181,Charlie Davis,2022-12-02,817.658628,C
607,Bob Wilson,2022-12-02,1066.468043,C
99,Bob Wilson,2022-12-02,868.409929,C
700,John Smith,2022-12-02,824.195547,C
993,Charlie Davis,2022-12-04,1009.943577,A
116,Charlie Davis,2022-12-04,703.303479,B
191,Alice Brown,2022-12-07,704.59842,C
253,Bob Wilson,2022-12-07,831.441285,B
981,Charlie Davis,2022-12-08,722.032818,A
928,John Smith,2022-12-08,764.815452,B
983,John Smith,2022-12-09,903.31639,A
161,Bob Wilson,2022-12-10,1181.551408,A
256,John Smith,2022-12-10,1043.229186,B
323,John Smith,2022-12-10,1007.600636,C
128,Bob Wilson,2022-12-10,876.093294,C
18,Charlie Davis,2022-12-11,1259.052232,A
793,Charlie Davis,2022-12-11,938.209025,A
735,John Smith,2022-12-11,752.25566,C
566,John Smith,2022-12-11,1070.23991,B
570,Charlie Davis,2022-12-14,768.303036,C
323,Bob Wilson,2022-12-15,907.133886,C
872,John Smith,2022-12-15,1004.447163,C
686,Alice Brown,2022-12-16,1224.533515,B
792,Bob Wilson,2022-12-17,996.127948,C
626,John Smith,2022-12-18,1121.35526,B
288,John Smith,2022-12-18,1295.690103,C
943,Alice Brown,2022-12-19,778.893472,C
854,Alice Brown,2022-12-19,864.838915,B
663,Charlie Davis,2022-12-19,936.745645,B
962,Bob Wilson,2022-12-19,953.096907,A
639,Bob Wilson,2022-12-20,946.612645,C
155,Charlie Davis,2022-12-22,1244.566602,A
490,Bob Wilson,2022-12-22,1128.419587,C
386,Bob Wilson,2022-12-22,1064.743128,B
986,Bob Wilson,2022-12-23,885.623631,C
785,Bob Wilson,2022-12-24,1194.274231,C
104,Bob Wilson,2022-12-25,1273.036307,C
929,Alice Brown,2022-12-25,1192.71897,C
393,Bob Wilson,2022-12-26,700.939063,A
811,Alice Brown,2022-12-27,1081.840822,A
246,Bob Wilson,2022-12-27,730.681229,C
176,Charlie Davis,2022-12-27,854.564332,B
39,John Smith,2022-12-28,735.71482,B
477,Alice Brown,2022-12-29,1062.277272,A
682,Bob Wilson,2022-12-29,1111.953948,B
759,Charlie Davis,2022-12-30,768.692583,A
538,John Smith,2022-12-30,930.30333,C
867,Alice Brown,2022-12-30,973.741905,A
818,John Smith,2022-12-31,921.431813,C
921,Charlie Davis,2022-12-31,772.615,A
408,Alice Brown,2023-01-01,951.368674,C
525,John Smith,2023-01-01,1150.706829,B
828,Bob Wilson,2023-01-01,742.604599,C
506,Alice Brown,2023-01-02,748.108008,C
903,John Smith,2023-01-05,912.862775,B
825,Charlie Davis,2023-01-06,1265.035427,C
36,Charlie Davis,2023-01-08,1101.143588,
685,Alice Brown,2023-01-09,1107.201974,C
20,John Smith,2023-01-10,917.151995,C
321,Alice Brown,2023-01-10,1056.196475,A
776,Alice Brown,2023-01-11,706.07871,C
512,John Smith,2023-01-11,1081.657628,A
400,John Smith,2023-01-13,1247.972169,A
654,Bob Wilson,2023-01-13,1067.544081,
972,John Smith,2023-01-15,1224.219156,B
883,Charlie Davis,2023-01-15,1134.383833,C
471,Alice Brown,2023-01-16,772.33505,C
143,Alice Brown,2023-01-16,1241.471984,C
92,Charlie Davis,2023-01-16,739.866307,
354,John Smith,2023-01-16,1020.380484,A
834,Charlie Davis,2023-01-16,785.282274,A
800,Charlie Davis,2023-01-17,707.023966,B
727,Bob Wilson,2023-01-17,953.220556,A
959,Charlie Davis,2023-01-17,877.024425,A
854,Alice Brown,2023-01-18,991.600296,B
51,Charlie Davis,2023-01-19,1046.319932,C
665,Alice Brown,2023-01-20,726.243443,C
698,Alice Brown,2023-01-20,773.801977,B
575,Alice Brown,2023-01-21,1035.185438,C
190,John Smith,2023-01-21,905.900412,A
125,Bob Wilson,2023-01-22,1137.504093,A
150,Alice Brown,2023-01-22,1091.374989,C
314,Alice Brown,2023-01-24,1207.362618,C
570,John Smith,2023-01-25,1115.495696,C
342,Alice Brown,2023-01-25,957.958646,A
305,Charlie Davis,2023-01-26,1103.779973,C
692,Charlie Davis,2023-01-27,865.228705,C
682,Bob Wilson,2023-01-27,883.788099,C
838,Alice Brown,2023-01-28,1173.391096,C
783,John Smith,2023-01-29,967.85171,C
54,Charlie Davis,2023-01-30,1179.028204,C
444,John Smith,2023-01-30,1193.453424,C
613,John Smith,2023-01-30,1214.537403,
993,Charlie Davis,2023-01-30,1249.981142,C
264,John Smith,2023-02-01,958.591132,B
53,Charlie Davis,2023-02-01,891.320091,C
572,John Smith,2023-02-01,1049.319248,B
620,Charlie Davis,2023-02-03,922.703454,A
5,Alice Brown,2023-02-03,1060.6445,C
103,Bob Wilson,2023-02-03,1123.351518,C
196,Charlie Davis,2023-02-03,1113.043011,C
774,Charlie Davis,2023-02-04,924.731732,B
877,Bob Wilson,2023-02-04,800.116121,C
992,Charlie Davis,2023-02-05,958.317603,A
884,Charlie Davis,2023-02-05,785.556486,
350,John Smith,2023-02-08,1234.058221,
47,Bob Wilson,2023-02-09,907.526476,C
867,Alice Brown,2023-02-09,792.675848,C
823,Charlie Davis,2023-02-10,715.268656,C
936,Bob Wilson,2023-02-10,1087.493432,C
820,John Smith,2023-02-11,1082.14139,A
656,Alice Brown,2023-02-11,904.3625,B
269,Bob Wilson,2023-02-12,743.027133,C
370,Alice Brown,2023-02-14,945.777337,C
636,Alice Brown,2023-02-16,886.730497,B
106,Alice Brown,2023-02-18,1106.272384,C
